City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
344,Umm Kaddadah,SD,13.6017,26.6876,56.1,23,70,17.13,broken clouds
345,Kruisfontein,ZA,-34.0033,24.7314,66.88,79,61,13.18,broken clouds
346,Alofi,NU,-19.0595,-169.9187,80.87,78,98,16.33,light rain
347,Buraydah,SA,26.326,43.975,51.26,48,0,7.54,clear sky
348,Port Moresby,PG,-9.4431,147.1797,82.24,71,100,12.1,overcast clouds
349,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,76.33,47,1,7.23,clear sky
350,Honiara,SB,-9.4333,159.95,86.2,70,99,6.42,overcast clouds
351,Poronaysk,RU,49.2167,143.1167,13.91,82,100,12.06,overcast clouds
352,Vostok,RU,46.4856,135.8833,-5.76,94,100,3.04,overcast clouds
353,Khor,RU,47.8861,134.9464,-11.92,98,94,3.85,overcast clouds
354,Denpasar,ID,-8.65,115.2167,82.06,78,40,4.61,scattered clouds
355,Pa Sang,TH,18.5262,98.9394,71.02,64,88,1.61,overcast clouds
356,Raudeberg,NO,61.9875,5.1352,36.86,90,100,11.01,light snow
357,Shimoda,JP,34.6667,138.95,40.1,57,4,26.11,clear sky
358,Luanda,AO,-8.8368,13.2343,76.39,82,100,5.59,overcast clouds
359,Ivot,RU,53.6756,34.1872,25.0,97,100,4.68,snow
360,Mamallapuram,IN,12.6264,80.1722,79.05,77,85,7.9,overcast clouds
361,Kaniama,CD,-7.5667,24.1833,64.56,95,75,0.18,broken clouds
362,Cidreira,BR,-30.1811,-50.2056,74.16,91,100,4.18,overcast clouds
363,Sesheke,ZM,-17.4759,24.2968,64.99,96,44,5.17,scattered clouds
364,Thompson,CA,55.7435,-97.8558,-13.5,96,100,3.53,overcast clouds
365,Tapejara,BR,-28.0681,-52.0139,65.57,96,95,2.75,overcast clouds
366,Talnakh,RU,69.4865,88.3972,-16.6,100,100,2.84,overcast clouds
367,Hami,CN,42.8,93.45,26.31,28,100,9.17,overcast clouds
368,Bhatgaon,IN,21.15,81.7,59.18,58,37,4.61,haze
369,Henties Bay,NA,-22.116,14.2845,66.85,80,53,4.38,broken clouds
370,Xining,CN,36.6167,101.7667,10.38,94,100,2.98,overcast clouds
371,Ropcha,UA,48.1199,25.7742,36.36,79,46,6.2,scattered clouds
372,Sitia,GR,35.2,26.0986,55.11,68,50,2.89,scattered clouds
373,Alpena,US,45.0617,-83.4327,20.1,67,100,1.99,overcast clouds
374,Te Anau,NZ,-45.4167,167.7167,62.33,43,8,4.76,clear sky
375,Waipawa,NZ,-41.4122,175.5153,54.45,94,100,14.34,moderate rain
376,Leningradskiy,RU,69.3833,178.4167,-21.21,96,24,3.47,few clouds
377,Bratsk,RU,56.1325,101.6142,19.89,86,100,12.3,overcast clouds
378,Rognan,NO,67.0953,15.3878,37.54,90,94,8.59,overcast clouds
379,Semey,KZ,50.4111,80.2275,-1.16,85,2,7.87,clear sky
380,Esna,EG,25.2934,32.554,51.17,54,0,8.55,clear sky
381,Bathsheba,BB,13.2167,-59.5167,77.61,73,40,12.66,scattered clouds
382,Isangel,VU,-19.55,169.2667,82.33,85,87,15.3,overcast clouds
383,Tabuk,PH,17.4189,121.4443,69.13,93,100,2.57,overcast clouds
384,Chenzhou,CN,25.8,113.0333,42.71,92,100,1.16,overcast clouds
385,Batagay-Alyta,RU,67.8006,130.4114,-25.67,99,98,3.65,overcast clouds
386,Phillipsburg,US,40.6937,-75.1902,24.1,61,9,3.0,clear sky
387,Linqing,CN,36.8456,115.7117,29.66,40,82,2.35,broken clouds
388,Cururupu,BR,-1.8283,-44.8683,74.84,92,75,2.93,broken clouds
389,Yumen,CN,40.2833,97.2,15.22,42,100,13.96,overcast clouds
390,Gogrial,SS,8.5332,28.1004,71.71,19,91,9.13,overcast clouds
391,Kurumkan,RU,54.3,110.3,-3.05,98,100,2.35,overcast clouds
392,Ilulissat,GL,69.2167,-51.1,-3.59,79,100,6.53,overcast clouds
393,Chipinge,ZW,-20.1883,32.6236,62.2,96,44,3.53,light rain
394,Manggar,ID,-2.8833,108.2667,78.33,88,100,7.0,overcast clouds
395,Hambantota,LK,6.1241,81.1185,72.36,87,49,12.1,scattered clouds
396,Ambilobe,MG,-13.2,49.05,72.68,95,85,2.84,light rain
397,Praia Da Vitoria,PT,38.7333,-27.0667,57.76,91,36,16.15,scattered clouds
398,Tumbagaan,PH,5.3656,120.3139,80.8,79,100,7.72,overcast clouds
399,Shenjiamen,CN,29.9576,122.298,40.75,62,71,9.78,broken clouds
400,Port Macquarie,AU,-31.4333,152.9167,73.89,63,96,16.15,overcast clouds
401,Tazmalt,DZ,36.3868,4.3989,49.42,95,100,4.68,overcast clouds
402,Taltal,CL,-25.4,-70.4833,68.43,72,22,4.45,few clouds
403,Bac Lieu,VN,9.285,105.7244,75.24,78,94,8.9,overcast clouds
404,Trairi,BR,-3.2778,-39.2689,77.88,84,5,6.89,clear sky
405,Prince Rupert,CA,54.3161,-130.3201,40.03,87,100,13.29,light rain
406,Suhbaatar,MN,50.2314,106.2078,-8.14,97,90,4.54,overcast clouds
407,Shelburne,CA,44.0787,-80.2041,8.6,67,72,5.64,broken clouds
408,Shache,CN,38.4167,77.2406,27.72,62,100,4.16,overcast clouds
409,Antalaha,MG,-14.9003,50.2788,77.18,77,100,2.86,overcast clouds
410,Hualahuises,MX,24.8847,-99.6733,50.77,36,0,5.75,clear sky
411,Saint-Denis,FR,48.9167,2.3333,46.56,78,0,8.01,clear sky
412,Ahipara,NZ,-35.1667,173.1667,79.07,70,99,5.19,overcast clouds
413,Bonfim,BR,3.0833,-59.95,81.9,63,100,4.81,overcast clouds
414,Banda Aceh,ID,5.5577,95.3222,78.84,75,96,5.91,overcast clouds
415,Rosendal,NO,59.9867,6.0135,39.52,84,100,19.39,light rain
416,Pitkyaranta,RU,61.5734,31.4792,21.31,95,100,13.47,light snow
417,Rovnoye,RU,50.7765,46.0509,8.58,94,60,8.37,broken clouds
418,Nivala,FI,63.9167,24.9667,23.68,95,71,6.44,broken clouds
419,Severo-Kurilsk,RU,50.6789,156.125,29.62,81,95,7.43,overcast clouds
420,Ferkessedougou,CI,9.6,-5.2,74.05,16,59,4.32,broken clouds
421,Khandyga,RU,62.6667,135.6,-44.66,100,95,2.39,overcast clouds
422,Sakakah,SA,29.9697,40.2064,46.47,73,17,7.45,few clouds
423,Kalagarh,IN,29.5,78.75,46.98,81,5,2.75,clear sky
424,Bandipur,NP,27.9333,84.4167,40.3,78,4,2.84,clear sky
425,Kribi,CM,2.95,9.9167,78.17,85,32,5.61,scattered clouds
426,Smithers,CA,54.7804,-127.1743,36.07,94,94,1.86,overcast clouds
427,Caluquembe,AO,-13.7833,14.6833,60.82,66,100,2.19,overcast clouds
428,Nioro,GM,13.35,-15.75,78.69,14,0,2.66,clear sky
429,Iquitos,PE,-3.7481,-73.2472,75.24,94,40,2.3,scattered clouds
430,Otjimbingwe,NA,-22.35,16.1333,71.55,79,100,0.94,overcast clouds
431,Zhanaozen,KZ,43.3,52.8,30.79,80,100,14.18,overcast clouds
432,Monkey Bay,MW,-14.0728,34.9201,74.08,82,99,2.17,moderate rain
433,Sarkand,KZ,45.41,79.9186,18.97,63,0,8.86,clear sky
434,Santo Antonio Do Ica,BR,-3.1022,-67.9397,71.91,98,94,1.28,overcast clouds
435,Sorland,NO,67.667,12.6934,38.61,77,88,25.46,light rain
436,Lavrentiya,RU,65.5833,-171.0,-14.4,95,12,9.98,few clouds
437,Conceicao Do Araguaia,BR,-8.2578,-49.2647,75.79,91,79,3.83,broken clouds
438,Hnaberd,AM,40.6372,44.1406,10.11,74,25,1.61,scattered clouds
439,Yangambi,CD,0.8102,24.4336,70.99,76,100,1.9,overcast clouds
440,Eyl,SO,7.9803,49.8164,71.37,78,11,6.73,few clouds
441,Chimbote,PE,-9.0853,-78.5783,71.2,81,26,9.01,scattered clouds
442,Bambous Virieux,MU,-20.3428,57.7575,79.21,81,96,17.34,light rain
443,Abu Zabad,SD,12.35,29.25,59.14,20,84,15.82,broken clouds
444,Fort Nelson,CA,58.8053,-122.7002,23.04,96,100,3.18,overcast clouds
445,Finschhafen,PG,-6.6024,147.8681,85.39,72,100,4.76,overcast clouds
446,Bogatoye,RU,53.0601,51.3325,24.1,98,100,2.64,light snow
447,Sabinov,SK,49.1031,21.0988,31.77,92,54,4.0,broken clouds
448,Les Cayes,HT,18.2,-73.75,74.1,62,36,3.96,scattered clouds
449,Beisfjord,NO,68.3751,17.5988,37.45,84,99,12.46,overcast clouds
450,Batagay,RU,67.6333,134.6333,-42.45,99,100,1.52,overcast clouds
451,Kyra,RU,49.5776,111.9753,-5.01,94,38,3.96,scattered clouds
452,Bako,ET,5.7833,36.5667,68.09,48,96,3.78,overcast clouds
453,Temiscaming,CA,46.7212,-79.0971,-0.53,97,52,3.06,broken clouds
454,Asau,RO,46.4333,26.4,30.4,100,71,5.28,broken clouds
455,Linqiong,CN,30.4159,103.4609,40.17,95,100,4.56,overcast clouds
456,Marsaxlokk,MT,35.8419,14.5431,57.07,94,20,10.36,few clouds
457,Altamira,BR,-3.2033,-52.2064,73.49,98,88,2.15,overcast clouds
458,Vila Velha,BR,-20.3297,-40.2925,76.95,87,20,1.99,few clouds
459,Bonavista,CA,48.6499,-53.1147,43.12,98,100,12.39,moderate rain
460,Moerai,PF,-22.4333,-151.3333,80.04,72,98,15.86,overcast clouds
461,Ulcinj,ME,41.9294,19.2244,47.93,80,91,6.96,overcast clouds
462,Guiyang,CN,26.5833,106.7167,42.96,92,100,8.57,light rain
463,Vuktyl,RU,63.8567,57.3094,-8.48,99,27,2.21,scattered clouds
464,Aksu,CN,41.1231,80.2644,22.5,76,90,4.74,overcast clouds
465,Kinna,SE,57.5073,12.6946,41.45,97,100,15.41,light rain
466,Dondo,MZ,-19.6094,34.7431,75.87,77,36,7.58,scattered clouds
467,Ravar,IR,31.2656,56.8055,44.64,56,0,0.83,clear sky
468,Byron Bay,AU,-28.65,153.6167,73.36,65,95,18.77,overcast clouds
469,Sinfra,CI,6.6167,-5.9167,77.92,53,28,2.17,scattered clouds
470,Monrovia,LR,6.3005,-10.7969,79.56,85,5,6.8,clear sky
471,Ayagoz,KZ,47.9714,80.4392,-1.86,84,1,8.19,clear sky
472,Young,UY,-32.6833,-57.6333,69.22,72,52,11.43,broken clouds
473,Saint-Pierre,RE,-21.3393,55.4781,78.48,78,100,8.05,overcast clouds
474,Zhigansk,RU,66.7697,123.3711,-25.56,99,100,5.95,overcast clouds
475,Rundu,NA,-17.9333,19.7667,66.54,96,92,5.26,moderate rain
476,Fallon,US,39.4735,-118.7774,52.43,27,20,5.08,few clouds
477,San Carlos,VE,9.6612,-68.5827,82.22,49,48,3.53,scattered clouds
478,Korla,CN,41.7597,86.1469,22.86,42,85,10.0,overcast clouds
479,Kalmunai,LK,7.4167,81.8167,74.26,79,78,5.03,broken clouds
480,Chala,TZ,-7.5833,31.2667,55.89,86,89,1.79,overcast clouds
481,Fukue,JP,32.6881,128.8419,37.76,65,75,12.66,broken clouds
482,Hamilton,US,39.1834,-84.5333,21.04,81,65,2.01,broken clouds
483,High Level,CA,58.5169,-117.136,3.67,98,100,2.44,overcast clouds
484,Belen,TR,36.4891,36.2233,30.34,100,20,3.44,few clouds
485,Broome,US,42.2506,-75.833,10.17,66,0,4.61,clear sky
486,Nouadhibou,MR,20.931,-17.0347,65.46,82,0,17.96,clear sky
487,Monte Alegre,BR,-2.0078,-54.0692,75.34,92,99,2.73,overcast clouds
488,Lasa,IT,46.6166,10.7002,33.3,43,3,3.04,clear sky
489,Bubaque,GW,11.2833,-15.8333,78.01,71,0,13.78,clear sky
490,Aykhal,RU,66.0,111.5,-11.87,100,97,3.83,overcast clouds
491,Gayny,RU,60.3071,54.3241,7.7,99,94,4.32,overcast clouds
492,Diffa,NE,13.3154,12.6113,62.69,37,0,9.66,clear sky
493,Nunkini,MX,20.3333,-90.1833,73.36,77,87,9.51,overcast clouds
494,Duldurga,RU,50.6761,113.5931,-7.53,99,27,3.6,scattered clouds
495,Loiza,PR,18.4313,-65.8802,73.58,95,100,5.75,moderate rain
496,Daru,PG,-9.0763,143.2092,83.68,72,94,11.7,overcast clouds
497,Borogontsy,RU,62.6683,131.1683,-37.53,100,98,0.87,overcast clouds
498,Ormstown,CA,45.1334,-73.9992,5.25,90,38,9.69,scattered clouds
499,Manono,CD,-7.3,27.4167,67.33,96,96,1.19,overcast clouds
500,Hualmay,PE,-11.0964,-77.6139,70.83,81,35,8.9,scattered clouds
501,Puerto Madryn,AR,-42.7692,-65.0385,60.8,53,0,11.03,clear sky
502,Platteville,US,42.7342,-90.4785,22.24,68,40,14.97,scattered clouds
503,Entebbe,UG,0.0644,32.4469,71.1,75,100,6.42,light rain
504,Merauke,ID,-8.4667,140.3333,81.97,81,93,9.69,overcast clouds
505,Konskie,PL,51.1917,20.4061,35.02,77,48,13.35,scattered clouds
506,Maniitsoq,GL,65.4167,-52.9,2.93,96,100,6.58,snow
507,Bloemfontein,ZA,-29.1211,26.214,62.58,71,67,9.46,broken clouds
508,Mehran,IR,33.1222,46.1646,50.81,62,24,7.38,few clouds
509,Souillac,MU,-20.5167,57.5167,79.36,83,99,14.97,overcast clouds
510,Onega,RU,63.9061,38.1404,9.34,88,89,14.43,overcast clouds
511,Lydenburg,ZA,-25.0978,30.4597,63.39,86,97,10.09,overcast clouds
512,Taoudenni,ML,22.6783,-3.9836,69.55,11,99,9.57,overcast clouds
513,Sao Joao Da Barra,BR,-21.6403,-41.0511,77.47,84,17,26.04,few clouds
514,Jalu,LY,29.0331,21.5482,54.97,49,0,5.28,clear sky
515,Anadyr,RU,64.75,177.4833,-22.22,98,63,5.01,broken clouds
516,Awbari,LY,26.5921,12.7805,52.65,31,3,7.54,clear sky
517,Nueva Loja,EC,0.0847,-76.8828,72.43,97,58,2.13,broken clouds
518,Mossendjo,CG,-2.9506,12.7261,69.64,99,55,4.25,broken clouds
519,Causapscal,CA,48.3542,-67.227,2.14,83,72,12.03,broken clouds
520,Standish,US,43.9831,-83.9589,22.01,86,100,10.92,overcast clouds
521,General Pico,AR,-35.6566,-63.7568,61.68,44,20,6.89,few clouds
522,Forbes,AU,-33.3833,148.0167,77.92,43,2,10.89,clear sky
523,Kushima,JP,31.4583,131.2333,36.12,56,9,10.65,clear sky
524,Ko Samui,TH,9.5357,99.9357,81.7,71,58,11.34,broken clouds
525,Lahad Datu,MY,5.0268,118.327,76.24,92,78,3.38,broken clouds
526,Port-Gentil,GA,-0.7193,8.7815,79.2,82,8,11.97,clear sky
527,Solaro,IT,44.8799,9.1732,48.45,86,0,1.83,clear sky
528,Magadan,RU,59.5667,150.8,1.53,66,49,11.05,scattered clouds
529,Pingliang,CN,35.5392,106.6861,17.6,96,100,3.0,light snow
530,Churachandpur,IN,24.3333,93.6667,41.23,97,32,2.75,scattered clouds
531,Tual,ID,-5.6667,132.75,83.32,74,92,7.52,overcast clouds
532,Brae,GB,60.3964,-1.353,37.31,56,99,35.05,overcast clouds
533,Husavik,IS,66.0449,-17.3389,29.61,90,100,29.91,snow
534,Amapa,BR,1.0,-52.0,71.64,99,91,2.64,light rain
535,Namibe,AO,-15.1961,12.1522,73.08,66,100,10.02,overcast clouds
536,Mizdah,LY,31.4451,12.9801,54.7,27,100,1.07,overcast clouds
537,Tsaratanana,MG,-16.7833,47.65,71.55,98,100,7.09,light rain
538,Tecpan,GT,14.7623,-90.9947,55.45,89,61,6.78,broken clouds
539,Valera,VE,9.3178,-70.6036,69.82,92,30,3.71,scattered clouds
540,College Station,US,30.628,-96.3344,47.95,40,0,3.44,clear sky
541,Belmonte,BR,-15.8631,-38.8828,77.4,83,81,7.02,broken clouds
542,Datong,CN,40.0936,113.2914,13.35,47,12,2.08,few clouds
543,Constitucion,CL,-35.3333,-72.4167,61.29,73,1,13.02,clear sky
544,Araguaina,BR,-7.1911,-48.2072,74.82,90,88,2.84,overcast clouds
545,Acarau,BR,-2.8856,-40.12,79.0,82,9,11.16,clear sky
546,Nalut,LY,30.3333,10.85,54.61,21,99,11.21,overcast clouds
547,Yakeshi,CN,49.2833,120.7333,-14.91,98,86,4.09,overcast clouds
548,Bagdarin,RU,54.4333,113.6,-15.12,96,15,3.09,few clouds
549,Aberdeen,GB,57.1437,-2.0981,36.5,75,52,6.91,broken clouds
550,Kavieng,PG,-2.5744,150.7967,83.64,73,86,7.43,overcast clouds
551,Kachug,RU,53.9606,105.8817,16.21,96,100,3.74,overcast clouds
552,Davila,PH,18.4726,120.5763,75.67,77,34,24.36,scattered clouds
553,Gobabis,NA,-22.45,18.9667,66.54,81,100,9.08,light rain
554,Braganca,BR,-1.0536,-46.7656,73.45,98,100,1.79,moderate rain
555,Ust-Karsk,RU,52.7011,118.8077,-14.31,100,100,1.83,overcast clouds
556,Jardim,BR,-21.4803,-56.1381,72.9,96,94,7.47,overcast clouds
557,Qasigiannguit,GL,68.8193,-51.1922,-9.26,80,100,6.15,overcast clouds
558,Wewak,PG,-3.5534,143.6268,83.82,72,97,4.85,overcast clouds
559,Harer,ET,9.3094,42.1258,58.23,22,8,9.86,clear sky
560,San Jeronimo,PE,-11.9472,-75.2829,53.69,80,99,1.9,overcast clouds
561,Mandalgovi,MN,45.7625,106.2708,1.4,72,0,6.29,clear sky
562,Huarmey,PE,-10.0681,-78.1522,71.89,80,23,8.84,few clouds
563,Dax,FR,43.75,-1.1667,39.34,93,1,0.0,clear sky
564,Clarksville,US,36.5298,-87.3595,34.18,63,0,4.61,clear sky
565,Tianpeng,CN,30.9866,103.9393,39.07,95,100,4.41,overcast clouds
566,Severodvinsk,RU,64.5635,39.8302,3.31,85,96,15.03,overcast clouds
567,Boksitogorsk,RU,59.474,33.8485,18.61,95,100,8.59,snow
568,Volchikha,RU,52.0333,80.3833,0.19,88,5,5.82,clear sky
569,Andenes,NO,69.3143,16.1194,35.58,93,75,26.46,light rain
570,Natitingou,BJ,10.3042,1.3796,71.42,17,1,6.58,clear sky
571,Menongue,AO,-14.6585,17.691,60.87,97,100,6.55,moderate rain
572,Praia,CV,14.9215,-23.5087,69.73,84,0,14.41,clear sky
573,Marfino,RU,55.7028,37.3822,8.85,92,99,6.71,light snow
574,Guangyuan,CN,32.442,105.823,36.63,96,100,4.54,overcast clouds
575,Pasco,US,28.292,-82.4165,60.8,80,97,9.28,overcast clouds
576,Isabela,PH,6.7085,121.9711,81.66,78,89,10.49,overcast clouds
577,Half Moon Bay,US,37.4636,-122.4286,67.39,51,1,1.01,haze
578,Abha,SA,18.2164,42.5053,48.45,87,0,0.0,clear sky
579,Cooma,AU,-36.2333,149.1333,57.36,62,83,6.11,broken clouds
580,Vysokogornyy,RU,50.1167,139.15,-5.22,95,98,4.97,overcast clouds
581,Santa Fe,AR,-31.6333,-60.7,72.01,64,20,4.0,few clouds
582,Kebumen,ID,-7.6687,109.6519,83.8,83,78,3.24,broken clouds
583,Bell Ville,AR,-32.6259,-62.6887,61.9,67,52,7.05,broken clouds
584,Arman,RU,59.7,150.1667,2.01,72,53,11.54,broken clouds
585,Karangampel,ID,-6.4622,108.4519,77.31,87,99,9.75,overcast clouds
586,Konevo,RU,62.1215,39.3192,3.11,95,39,6.08,scattered clouds
587,Sumbawanga,TZ,-7.9667,31.6167,55.31,90,90,2.1,overcast clouds
588,Bandiagara,ML,14.3501,-3.6104,67.55,11,0,10.74,clear sky
589,Hirado,JP,33.3597,129.5531,39.38,54,97,20.51,overcast clouds
590,Baherden,TM,38.4362,57.4316,43.81,76,95,12.55,overcast clouds
591,Guiratinga,BR,-16.3494,-53.7583,72.25,92,50,0.67,light rain
592,Khadro,PK,26.1472,68.7176,51.84,75,0,5.61,clear sky
593,Lewiston,US,44.1003,-70.2148,15.31,67,0,5.75,clear sky
594,Maua,BR,-23.6678,-46.4614,75.36,83,95,7.99,overcast clouds
595,Necochea,AR,-38.5473,-58.7368,60.04,66,100,19.77,overcast clouds
596,San Quintin,MX,30.4833,-115.95,61.32,32,1,5.95,clear sky
597,Palana,RU,59.1167,159.9667,10.89,82,99,7.31,overcast clouds
598,Tashtyp,RU,52.7939,89.8983,-1.32,95,48,1.79,scattered clouds
599,Grand Gaube,MU,-20.0064,57.6608,79.38,77,100,5.01,overcast clouds
600,Saint Pete Beach,US,27.7253,-82.7412,62.02,76,100,1.01,overcast clouds
601,Sabancuy,MX,18.9667,-91.1833,71.87,82,93,19.17,overcast clouds
602,Assiniboia,CA,49.6334,-105.9845,26.46,90,97,18.99,overcast clouds
603,Kongoussi,BF,13.3258,-1.5347,67.87,14,12,8.19,few clouds
604,Jashpurnagar,IN,22.9,84.15,45.55,51,8,3.89,clear sky
605,Acajutla,SV,13.5928,-89.8275,81.81,63,16,9.46,few clouds
606,Sorong,ID,-0.8833,131.25,81.79,79,100,11.34,overcast clouds
607,Gasa,PS,31.5,34.4667,49.98,66,87,10.54,overcast clouds
608,Noumea,NC,-22.2763,166.4572,84.18,76,24,10.07,few clouds
609,San Juan,AR,-31.5375,-68.5364,65.86,47,95,13.82,overcast clouds
610,Buchanan,LR,5.8808,-10.0467,80.69,83,55,6.64,broken clouds
611,Strezhevoy,RU,60.7333,77.5889,15.78,96,100,5.75,light snow
612,Conde,BR,-7.2597,-34.9075,80.06,74,0,6.91,clear sky
613,Luganville,VU,-15.5333,167.1667,82.49,80,97,6.44,overcast clouds
614,Barkhan,PK,29.8977,69.5256,46.92,48,0,5.5,clear sky
615,Vydrino,RU,51.485,104.8461,18.68,77,100,4.59,overcast clouds
616,Fort-Shevchenko,KZ,44.5086,50.263,33.19,78,97,22.01,overcast clouds
617,Inhambane,MZ,-23.865,35.3833,78.15,78,38,15.97,light rain
618,Bam,IR,29.106,58.357,51.31,56,0,4.54,clear sky
619,Santa Maria,BR,-29.6842,-53.8069,77.29,53,90,1.97,overcast clouds
620,Durres,AL,41.3231,19.4414,44.78,76,100,6.73,overcast clouds
621,Sioux Lookout,CA,50.1001,-91.917,8.55,95,100,6.49,light snow
622,Sechura,PE,-5.5569,-80.8222,74.88,67,12,17.4,few clouds
623,Qom,IR,34.6401,50.8764,43.14,51,0,8.77,clear sky
624,Novyy Rogachik,RU,48.6768,44.0608,18.5,92,17,10.78,few clouds
625,Minas,UY,-34.3759,-55.2377,64.87,87,42,11.21,scattered clouds
626,Venado Tuerto,AR,-33.7456,-61.9688,62.78,71,37,6.46,scattered clouds
627,Svetlaya,RU,46.5389,138.3297,8.65,65,72,9.6,broken clouds
628,Krasnyy Sulin,RU,47.8922,40.0704,22.28,92,34,5.7,scattered clouds
629,Podporozhye,RU,60.9112,34.1706,16.39,95,100,8.66,snow
630,Kitimat,CA,54.0524,-128.6534,41.92,65,100,5.12,overcast clouds
631,Atar,MR,20.5169,-13.0499,70.9,11,0,3.94,clear sky
632,Dengzhou,CN,37.8086,120.7508,32.14,46,14,11.52,few clouds
633,Birao,CF,10.2849,22.7882,69.57,17,92,10.94,overcast clouds
634,Biltine,TD,14.5333,20.9167,62.51,18,1,17.05,clear sky
635,Guerrero Negro,MX,27.9769,-114.0611,66.56,29,0,12.41,clear sky
636,Caraz,PE,-9.0486,-77.81,61.5,97,100,5.35,light rain
637,Aguimes,ES,27.9054,-15.4461,65.03,34,0,11.5,clear sky
638,Road Town,VG,18.4167,-64.6167,73.99,77,75,21.85,broken clouds
639,Simpang,ID,-1.2667,104.0833,74.28,95,100,3.69,overcast clouds
640,Yeniseysk,RU,58.4497,92.1703,16.86,95,100,5.53,overcast clouds
641,Punakha,BT,27.5837,89.8598,33.01,83,11,4.27,few clouds
642,Grootfontein,NA,-19.5667,18.1167,63.75,91,96,8.9,moderate rain
643,Wanning,CN,18.8003,110.3967,66.11,85,99,9.53,overcast clouds
644,Belyy Yar,RU,53.6039,91.3903,-14.91,76,83,2.24,mist
645,Wildomar,US,33.5989,-117.28,72.84,11,0,8.01,clear sky
646,Samarai,PG,-10.6167,150.6667,83.88,72,100,6.67,overcast clouds
647,Sampit,ID,-2.5333,112.95,76.19,95,99,2.01,light rain
648,Bandar-E Anzali,IR,37.4727,49.4622,40.44,85,100,10.78,overcast clouds
649,Kulu,TR,39.0951,33.0799,19.62,92,18,1.7,few clouds
650,Takoradi,GH,4.8845,-1.7554,79.74,86,5,6.89,light rain
651,Bouafle,CI,6.9904,-5.7442,79.97,44,10,1.3,clear sky
652,Matamoros,MX,25.5333,-103.25,59.11,33,20,2.3,few clouds
653,San Roque,ES,36.2107,-5.3842,56.97,85,35,14.88,scattered clouds
654,Swift Current,CA,50.2834,-107.8014,23.43,87,99,16.28,overcast clouds
655,Mwense,ZM,-10.3845,28.698,64.17,97,98,2.8,overcast clouds
656,Plettenberg Bay,ZA,-34.0527,23.3716,66.78,86,23,9.4,few clouds
657,Itajobi,BR,-21.3181,-49.0544,72.68,93,79,8.52,heavy intensity rain
658,Hare Bay,CA,48.8499,-54.0148,25.2,96,100,9.37,snow
659,Villa Union,MX,23.2,-106.2333,71.56,60,75,11.5,broken clouds
660,Cockburn Town,TC,21.4612,-71.1419,75.16,57,40,11.5,scattered clouds
661,Sistranda,NO,63.7256,8.834,37.9,76,100,24.85,overcast clouds
662,Escuinapa,MX,22.85,-105.8,71.51,59,70,6.89,broken clouds
663,Domoni,KM,-12.2569,44.5319,79.07,83,92,7.16,overcast clouds
664,Teya,RU,60.3778,92.6267,9.16,95,100,4.07,overcast clouds
665,Araouane,ML,18.9048,-3.5265,64.17,12,49,8.57,scattered clouds
666,Bira,RU,49.0,132.4667,-3.8,87,82,2.39,broken clouds
667,Gat,IL,31.61,34.7642,52.39,100,82,8.05,broken clouds
668,Kaa-Khem,RU,51.6833,94.7333,-20.06,96,40,2.71,scattered clouds
669,Brigantine,US,39.4101,-74.3646,28.02,50,0,14.97,clear sky
670,Bara,NG,10.3744,10.7288,63.88,32,0,9.01,clear sky
671,Tarko-Sale,RU,64.9225,77.785,-18.49,100,97,4.09,overcast clouds
672,Grand-Lahou,CI,5.1367,-5.0242,79.02,86,3,6.89,light rain
673,Moose Factory,CA,51.2585,-80.6094,-17.72,100,85,3.96,overcast clouds
674,Manado,ID,1.487,124.8455,79.57,94,40,1.14,scattered clouds
675,Dawson Creek,CA,55.7666,-120.2362,38.79,66,74,21.39,broken clouds
676,Hegang,CN,47.4,130.3667,-3.6,87,39,4.54,scattered clouds
677,Dolores,AR,-36.3132,-57.6792,59.58,86,98,14.05,overcast clouds
678,Lerwick,GB,60.1545,-1.1494,37.4,57,89,33.55,overcast clouds
679,Tunceli,TR,39.1083,39.5471,25.09,83,63,5.03,broken clouds
680,Sivas,TR,39.7916,37.0019,12.83,92,40,6.91,scattered clouds
681,Ugoofaaru,MV,5.6667,73.0,80.89,66,39,6.53,scattered clouds
682,Sunrise Manor,US,36.2111,-115.0731,66.36,15,0,0.0,clear sky
683,Ust-Tsilma,RU,65.441,52.1498,-7.06,99,91,4.16,overcast clouds
684,Lichinga,MZ,-13.3128,35.2406,61.09,99,100,2.82,moderate rain
685,Nishihara,JP,26.1842,127.7558,58.68,51,20,16.11,few clouds
686,Skjervoy,NO,70.0311,20.9714,30.24,68,96,21.21,light snow
687,Xingyi,CN,24.1877,102.817,46.58,97,98,5.17,overcast clouds
688,Qaqortoq,GL,60.7167,-46.0333,0.1,73,70,4.88,broken clouds
689,Rovaniemi,FI,66.5,25.7167,22.41,100,100,12.66,overcast clouds
