City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
295,Martapura,-3.4167,114.85,89.69,62,40,5.75,ID,2022-02-05 06:04:23
296,Waipawa,-41.4122,175.5153,56.03,95,100,10.33,NZ,2022-02-05 06:04:23
297,Renfrew,55.872,-4.3925,43.56,90,75,25.32,GB,2022-02-05 06:04:23
298,Mount Isa,-20.7333,139.5,92.97,18,6,3.44,AU,2022-02-05 06:04:24
299,Wuchi,29.3786,103.023,32.76,85,100,4.81,CN,2022-02-05 06:04:24
300,Tessalit,20.1986,1.0114,53.87,24,0,13.15,ML,2022-02-05 06:02:12
301,San Quintin,30.4833,-115.95,55.29,46,4,3.24,MX,2022-02-05 06:04:24
302,Ust-Tsilma,65.441,52.1498,-15.57,100,80,2.51,RU,2022-02-05 06:04:25
303,Povenets,62.8487,34.8262,10.08,93,100,13.8,RU,2022-02-05 06:04:25
304,Pacific Grove,36.6177,-121.9166,54.28,65,1,1.01,US,2022-02-05 05:59:27
305,Yarmouth,41.7057,-70.2286,33.15,95,100,18.41,US,2022-02-05 06:04:25
306,Alghero,40.5589,8.3181,51.89,93,40,3.44,IT,2022-02-05 06:04:25
307,Lata,40.1629,-8.3327,41.92,96,73,3.36,PT,2022-02-05 06:04:26
308,Talwara,31.9486,75.8667,57.72,60,0,1.7,IN,2022-02-05 06:04:26
309,Umm Kaddadah,13.6017,26.6876,55.69,27,1,22.35,SD,2022-02-05 06:04:26
310,Hiriyur,13.9456,76.6192,82.98,26,75,8.88,IN,2022-02-05 06:04:27
311,Danville,36.586,-79.395,43.61,72,0,11.5,US,2022-02-05 06:03:50
312,Merrydale,30.5013,-91.1084,34.92,83,100,11.5,US,2022-02-05 06:04:27
313,Kimbe,-5.5502,150.1429,84.87,71,60,8.86,PG,2022-02-05 06:04:27
314,Sao Sebastiao,-23.76,-45.4097,76.51,90,100,3.98,BR,2022-02-05 06:04:27
315,Bongandanga,1.5,21.05,70.81,48,94,1.39,CD,2022-02-05 06:04:28
316,Oktyabrskoye,43.0645,44.7417,26.74,100,75,4.47,RU,2022-02-05 06:04:28
317,Ha Giang,22.8333,104.9833,62.29,72,100,3.04,VN,2022-02-05 06:04:28
318,Obidos,-1.9175,-55.5181,72.95,93,90,2.51,BR,2022-02-05 06:04:29
319,Ostrovnoy,68.0531,39.5131,15.13,83,100,26.69,RU,2022-02-05 06:05:29
320,Bandar-E Lengeh,26.5579,54.8807,72.1,59,0,10.94,IR,2022-02-05 06:05:29
321,Pietersburg,-23.9045,29.4688,52.2,75,93,11.1,ZA,2022-02-05 06:05:29
322,Motygino,58.1831,94.7592,23.4,94,100,10.83,RU,2022-02-05 06:05:30
323,Brooks,50.5834,-111.8851,29.03,74,100,10.76,CA,2022-02-05 06:00:32
324,Sola,-13.8833,167.55,82.08,77,100,21.05,VU,2022-02-05 06:05:30
325,Karpathos,35.507,27.2132,53.56,62,40,9.22,GR,2022-02-05 06:05:30
326,Priargunsk,50.3691,119.1012,7.56,80,100,6.29,RU,2022-02-05 06:05:30
327,Perth,-31.9333,115.8333,109.58,8,0,12.66,AU,2022-02-05 06:05:21
328,Charters Towers,-20.1,146.2667,88.43,34,34,10.76,AU,2022-02-05 06:05:31
329,Skibotn,69.3913,20.2679,17.69,91,51,19.22,NO,2022-02-05 06:05:31
330,Goksun,38.021,36.4973,25.75,93,13,7.36,TR,2022-02-05 06:05:31
331,Faya,18.3851,42.4509,59.52,63,24,7.94,SA,2022-02-05 06:05:31
332,Bay Roberts,47.5999,-53.2648,34.52,97,100,6.15,CA,2022-02-05 06:05:32
333,Korem,12.5058,39.5228,58.41,21,47,3.78,ET,2022-02-05 06:05:32
334,Harper,4.375,-7.7169,77.2,87,88,2.82,LR,2022-02-05 06:05:32
335,Kampong Thum,12.7111,104.8887,93.43,34,55,13.56,KH,2022-02-05 06:05:33
336,Bandarbeyla,9.4942,50.8122,77.38,61,0,8.37,SO,2022-02-05 06:05:33
337,Juneau,58.3019,-134.4197,40.84,96,100,1.99,US,2022-02-05 06:05:33
338,Hereford,52.0568,-2.7148,42.03,86,46,1.01,GB,2022-02-05 06:05:33
339,Correia Pinto,-27.5847,-50.3611,64.4,100,99,1.19,BR,2022-02-05 06:05:34
340,Catuday,16.2923,119.8062,79.52,68,55,8.19,PH,2022-02-05 06:05:34
341,Camacha,33.0833,-16.3333,60.22,94,40,8.05,PT,2022-02-05 06:05:34
342,Rumphi,-11.0186,33.8575,64.99,86,100,1.59,MW,2022-02-05 06:05:34
343,Rio Grande,-32.035,-52.0986,73.51,93,50,6.82,BR,2022-02-05 06:05:35
344,Fortuna,40.5982,-124.1573,43.93,94,40,0.0,US,2022-02-05 06:05:35
345,Caravelas,-17.7125,-39.2481,75.9,82,100,6.26,BR,2022-02-05 06:05:35
346,Souillac,-20.5167,57.5167,82.36,81,99,19.15,MU,2022-02-05 06:05:35
347,Fenoarivo,-18.933,47.4354,69.87,83,75,13.8,MG,2022-02-05 06:05:36
348,Muisne,0.6,-80.0333,76.17,84,90,5.41,EC,2022-02-05 06:05:36
349,Port Hardy,50.6996,-127.4199,45.75,90,100,8.46,CA,2022-02-05 06:01:44
350,Mantua,45.1667,10.7833,42.98,91,98,1.01,IT,2022-02-05 06:05:36
351,Kazanka,47.8462,32.8218,20.19,78,7,3.31,UA,2022-02-05 06:05:37
352,Akyab,20.15,92.9,77.2,59,15,7.9,MM,2022-02-05 06:05:37
353,Anamur,36.0751,32.8369,44.62,51,0,3.33,TR,2022-02-05 06:05:37
354,Yulara,-25.2406,130.9889,86.22,16,0,10.4,AU,2022-02-05 06:05:37
355,Palamos,41.8484,3.1291,54.37,80,100,3.2,ES,2022-02-05 06:05:38
356,Oranjemund,-28.55,16.4333,64.31,84,63,7.92,NA,2022-02-05 06:05:38
357,Dobryanka,58.4619,56.4165,26.46,91,100,6.78,RU,2022-02-05 06:05:38
358,Lima,-12.0432,-77.0282,67.14,84,97,6.93,PE,2022-02-05 06:01:26
359,Vila Franca Do Campo,37.7167,-25.4333,57.2,83,98,8.19,PT,2022-02-05 06:05:38
360,Kaiyuan,23.6977,103.3037,64.8,53,55,8.14,CN,2022-02-05 06:05:39
361,Mumbwa,-14.9783,27.0619,65.77,96,100,5.19,ZM,2022-02-05 06:05:39
362,Karratha,-20.7377,116.8463,92.82,55,65,17.74,AU,2022-02-05 06:05:39
363,Serov,59.6033,60.5787,17.67,95,100,5.93,RU,2022-02-05 06:05:39
364,Kieta,-6.2167,155.6333,84.61,76,94,11.41,PG,2022-02-05 06:00:50
365,Kulhudhuffushi,6.6221,73.07,81.45,64,44,9.26,MV,2022-02-05 06:05:40
366,Rosario,-32.9468,-60.6393,67.06,86,40,1.01,AR,2022-02-05 06:06:40
367,San Patricio,28.017,-97.5169,39.06,77,5,9.71,US,2022-02-05 06:06:40
368,Plettenberg Bay,-34.0527,23.3716,67.21,64,0,6.38,ZA,2022-02-05 06:06:41
369,Praya,14.9215,-23.5087,70.34,73,0,17.27,CV,2022-02-05 06:06:41
370,Emerald,-23.5333,148.1667,86.34,32,0,15.12,AU,2022-02-05 06:06:41
371,Mizan Teferi,6.9833,35.5833,73.89,47,98,1.77,ET,2022-02-05 06:06:41
372,San Policarpo,12.1791,125.5072,81.12,72,94,19.1,PH,2022-02-05 06:06:42
373,Forbes,-33.3833,148.0167,79.92,25,14,13.91,AU,2022-02-05 06:06:42
374,Salinas,36.6777,-121.6555,53.69,62,0,0.0,US,2022-02-05 06:06:42
375,Panjab,34.388,67.0233,23.27,49,4,0.72,AF,2022-02-05 06:06:43
376,Nalhati,24.3,87.8167,67.82,52,2,12.24,IN,2022-02-05 06:06:43
377,Pombia,45.653,8.6336,41.31,92,49,4.61,IT,2022-02-05 06:06:43
378,Krasnoarmeysk,51.0239,45.6969,11.44,95,64,9.73,RU,2022-02-05 06:06:43
379,Kapit,2.0167,112.9333,91.98,51,100,1.57,MY,2022-02-05 06:06:44
380,Manuk Mangkaw,4.8,119.85,79.65,82,100,15.82,PH,2022-02-05 06:06:44
381,Slave Lake,55.2834,-114.769,3.18,85,100,3.44,CA,2022-02-05 06:04:01
382,Celestun,20.8667,-90.4,73.33,88,21,19.69,MX,2022-02-05 06:06:44
383,Zeya,53.75,127.2667,7.95,51,74,5.95,RU,2022-02-05 06:06:45
384,Haines Junction,60.7522,-137.5108,4.39,98,100,2.77,CA,2022-02-05 06:06:45
385,Mayo,38.8876,-76.5119,34.66,78,100,8.01,US,2022-02-05 06:06:45
386,Meulaboh,4.1363,96.1285,85.59,63,87,6.06,ID,2022-02-05 06:06:45
387,Springfield,37.2153,-93.2982,21.22,74,0,5.01,US,2022-02-05 06:04:10
388,Zhangye,38.9342,100.4517,23.2,31,100,1.36,CN,2022-02-05 06:06:46
389,Jacmel,18.2342,-72.5347,73.24,79,5,3.8,HT,2022-02-05 06:06:46
390,Bilibino,68.0546,166.4372,-8.54,90,1,5.39,RU,2022-02-05 06:06:46
391,Kasama,-10.2129,31.1808,62.6,89,99,3.4,ZM,2022-02-05 06:06:47
392,Itarema,-2.9248,-39.9167,77.09,86,35,9.64,BR,2022-02-05 06:06:47
393,Medina,24.4686,39.6142,54.03,37,0,4.61,SA,2022-02-05 06:06:47
394,Fonte Boa,-2.4959,-66.2662,71.55,99,100,2.08,BR,2022-02-05 06:06:47
395,Mala,-12.6581,-76.6308,69.64,86,71,2.17,PE,2022-02-05 06:06:48
396,Hafizabad,32.0679,73.6854,60.73,56,0,2.55,PK,2022-02-05 06:06:48
397,Bathsheba,13.2167,-59.5167,72.21,73,20,8.05,BB,2022-02-05 06:06:48
398,Nara,34.6851,135.8049,40.91,62,90,15.66,JP,2022-02-05 06:06:48
399,Chapais,49.7834,-74.8492,-14.1,99,100,2.98,CA,2022-02-05 06:02:55
400,Leopold,-38.1833,144.4667,81.23,55,19,12.66,AU,2022-02-05 06:06:49
401,Savonlinna,61.8699,28.88,20.25,86,100,17.27,FI,2022-02-05 06:06:49
402,Iralaya,15.0,-83.2333,75.56,86,7,8.03,HN,2022-02-05 06:06:49
403,Petropavlovka,50.6114,105.3196,14.47,80,71,3.89,RU,2022-02-05 06:06:49
404,Pevek,69.7008,170.3133,-26.95,99,83,5.97,RU,2022-02-05 06:06:50
405,Tiksi,71.6872,128.8694,-20.7,98,92,7.11,RU,2022-02-05 06:06:50
406,Talca,-35.4333,-71.6667,61.7,66,51,4.0,CL,2022-02-05 06:06:50
407,Vung Tau,10.346,107.0843,82.58,67,99,19.3,VN,2022-02-05 06:06:51
408,Yumen,40.2833,97.2,21.33,27,100,18.86,CN,2022-02-05 06:06:51
409,Lieksa,63.3167,30.0167,18.27,92,100,18.45,FI,2022-02-05 06:06:51
410,Xining,36.6167,101.7667,19.22,62,100,7.05,CN,2022-02-05 06:06:51
411,Swedru,5.5371,-0.6998,74.97,93,5,1.7,GH,2022-02-05 06:06:52
412,Aloleng,16.1307,119.7824,83.55,62,60,9.78,PH,2022-02-05 06:07:52
413,Sao Filipe,14.8961,-24.4956,72.63,71,1,10.36,CV,2022-02-05 06:07:52
414,Gubkinskiy,64.434,76.5026,3.83,95,79,13.94,RU,2022-02-05 06:07:52
415,Illapel,-31.6308,-71.1653,66.72,68,0,1.63,CL,2022-02-05 06:07:53
416,Kamaishi,39.2667,141.8833,32.72,47,34,15.41,JP,2022-02-05 06:07:53
417,Clyde River,70.4692,-68.5914,-19.12,97,100,4.68,CA,2022-02-05 06:07:53
418,Callaway,30.153,-85.5699,42.73,94,100,4.0,US,2022-02-05 06:07:53
419,Ancud,-41.8697,-73.8203,51.42,90,3,1.68,CL,2022-02-05 06:05:37
420,Naliya,23.2667,68.8333,75.09,40,1,11.32,IN,2022-02-05 06:07:54
421,Trairi,-3.2778,-39.2689,75.7,89,88,6.85,BR,2022-02-05 06:07:54
422,Salou,41.0766,1.1416,55.17,72,0,4.0,ES,2022-02-05 06:07:54
423,Ryotsu,38.0833,138.4333,33.76,68,79,24.45,JP,2022-02-05 06:07:54
424,Norman Wells,65.282,-126.8329,-27.36,68,75,13.8,CA,2022-02-05 06:07:55
425,Puerto Del Rosario,28.5004,-13.8627,64.08,67,80,3.44,ES,2022-02-05 06:07:55
426,Bara,10.3744,10.7288,58.84,28,0,7.31,NG,2022-02-05 06:07:55
427,Aswan,24.0934,32.907,52.52,51,0,11.23,EG,2022-02-05 06:07:55
428,Bell Ville,-32.6259,-62.6887,61.68,89,6,8.81,AR,2022-02-05 06:07:56
429,Havelock,34.8791,-76.9013,62.83,94,100,5.01,US,2022-02-05 06:07:56
430,Liberal,37.0431,-100.921,26.87,68,0,11.5,US,2022-02-05 06:07:56
431,Golyshmanovo,56.3979,68.3728,22.78,81,100,10.0,RU,2022-02-05 06:07:57
432,Tete,-16.1564,33.5867,78.89,83,75,4.61,MZ,2022-02-05 06:07:57
433,Bengkulu,-3.8004,102.2655,79.7,78,99,4.81,ID,2022-02-05 06:07:57
434,Agirish,61.9247,63.0231,11.26,88,100,2.17,RU,2022-02-05 06:07:57
435,Arman,59.7,150.1667,1.35,71,30,12.64,RU,2022-02-05 06:07:58
436,Zyryanka,65.75,150.85,-34.96,100,97,1.3,RU,2022-02-05 06:07:58
437,Dongying,37.4564,118.4856,35.17,16,4,11.88,CN,2022-02-05 06:07:58
438,Luanda,-8.8368,13.2343,75.07,83,100,8.55,AO,2022-02-05 06:07:53
439,Tahe,52.3333,124.7333,9.25,66,100,9.01,CN,2022-02-05 06:07:58
440,Amboasary,-25.0333,46.3833,80.53,75,98,14.16,MG,2022-02-05 06:07:59
441,Swidnik,51.219,22.6962,37.29,90,40,14.97,PL,2022-02-05 06:07:59
442,Nicolas Bravo,18.45,-88.9167,68.52,98,59,3.02,MX,2022-02-05 06:07:59
443,Estelle,29.8458,-90.1067,36.0,78,100,13.8,US,2022-02-05 06:04:20
444,Saint-Pierre,-21.3393,55.4781,85.68,58,100,19.57,RE,2022-02-05 06:08:00
445,Rapid Valley,44.0625,-103.1463,44.2,49,50,3.0,US,2022-02-05 06:04:08
446,San Ramon,37.7799,-121.978,54.52,70,0,4.61,US,2022-02-05 06:08:00
447,Burnie,-41.0667,145.9167,69.94,62,98,6.85,AU,2022-02-05 06:08:00
448,Maldonado,-34.6667,-54.9167,65.59,96,76,2.46,UY,2022-02-05 06:08:00
449,Nuuk,64.1835,-51.7216,7.41,85,75,10.36,GL,2022-02-05 06:08:01
450,Egvekinot,66.3167,-179.1667,-7.98,83,0,13.69,RU,2022-02-05 06:08:01
451,Wroclaw,51.1,17.0333,39.2,80,75,5.99,PL,2022-02-05 06:04:14
452,Mazatlan,23.2167,-106.4167,64.9,69,0,1.99,MX,2022-02-05 06:08:01
453,Ostersund,63.1792,14.6357,24.62,80,67,11.5,SE,2022-02-05 06:08:01
454,Cidreira,-30.1811,-50.2056,72.32,93,6,3.76,BR,2022-02-05 06:08:02
455,Severo-Kurilsk,50.6789,156.125,29.71,92,95,9.4,RU,2022-02-05 06:08:02
456,Ibipeba,-11.6408,-42.0111,65.88,89,75,4.52,BR,2022-02-05 06:08:02
457,Yagodnoye,62.55,149.6667,-21.05,81,6,4.09,RU,2022-02-05 06:08:03
458,Willmar,45.1219,-95.0433,-3.98,77,100,0.0,US,2022-02-05 06:08:47
459,Bereda,43.2686,-7.5406,44.01,100,89,5.5,ES,2022-02-05 06:09:03
460,Zonguldak,41.25,31.8333,23.85,61,7,4.45,TR,2022-02-05 06:09:03
461,Kaliningrad,54.7065,20.511,35.96,96,100,21.05,RU,2022-02-05 06:09:04
462,Ares,-6.1944,-35.1603,75.74,80,5,7.29,BR,2022-02-05 06:09:04
463,Boende,-0.2167,20.8667,73.96,71,99,2.39,CD,2022-02-05 06:09:04
464,Beringovskiy,63.05,179.3167,-10.82,88,29,11.7,RU,2022-02-05 06:06:12
465,Virginia Beach,36.8529,-75.978,39.42,93,100,1.99,US,2022-02-05 06:05:09
466,Bodden Town,19.2833,-81.25,75.99,86,14,1.99,KY,2022-02-05 06:09:04
467,Bonavista,48.6499,-53.1147,31.12,94,100,24.36,CA,2022-02-05 06:09:05
468,Kabanjahe,3.1001,98.4908,74.16,78,99,2.77,ID,2022-02-05 06:07:16
469,Saint-Francois,46.4154,3.9054,35.42,92,100,5.75,FR,2022-02-05 06:09:05
470,Banjar,-8.19,114.9675,85.91,85,81,2.42,ID,2022-02-05 06:09:05
471,Dunda,-8.1167,34.25,63.28,96,100,2.8,TZ,2022-02-05 06:09:05
472,Ulaangom,49.9811,92.0667,-15.23,96,93,3.06,MN,2022-02-05 06:09:06
473,Soligalich,59.0778,42.2864,-3.73,100,79,2.08,RU,2022-02-05 06:09:06
474,Prince Rupert,54.3161,-130.3201,40.64,93,100,6.49,CA,2022-02-05 06:09:06
475,Marsh Harbour,26.5412,-77.0636,72.95,62,0,7.54,BS,2022-02-05 06:09:07
476,Anapolis,-16.3267,-48.9528,72.07,90,97,1.32,BR,2022-02-05 06:09:07
477,Saku,36.2167,138.4833,38.89,33,97,9.28,JP,2022-02-05 06:09:07
478,Palmer,42.1584,-72.3287,27.03,83,100,1.01,US,2022-02-05 06:09:07
479,Havoysund,70.9963,24.6622,22.08,82,76,19.35,NO,2022-02-05 06:09:08
480,Mount Gambier,-37.8333,140.7667,73.15,49,37,14.36,AU,2022-02-05 06:05:41
481,Newport,51.5877,-2.9984,44.62,88,40,10.65,GB,2022-02-05 06:09:08
482,Afonso Bezerra,-5.4983,-36.5056,76.23,80,21,7.72,BR,2022-02-05 06:09:08
483,Hanson,42.0751,-70.88,26.69,92,100,3.0,US,2022-02-05 06:08:33
484,Lewistown,40.5992,-77.5714,26.89,86,100,0.0,US,2022-02-05 06:06:32
485,Nsanje,-16.92,35.262,78.08,82,100,2.35,MW,2022-02-05 06:09:09
486,Payo,-3.7508,103.6372,84.96,66,100,4.0,ID,2022-02-05 06:09:09
487,Rassvet,46.8333,40.75,26.71,100,99,6.71,RU,2022-02-05 06:09:09
488,Saint-Louis,16.3333,-15.0,70.68,10,0,9.57,SN,2022-02-05 06:09:09
489,Stromness,58.965,-3.296,37.65,75,95,29.12,GB,2022-02-05 06:09:10
490,Conde,-7.2597,-34.9075,76.46,83,0,2.3,BR,2022-02-05 06:04:19
491,Marsa Matruh,31.3525,27.2453,54.27,68,32,16.24,EG,2022-02-05 06:09:10
492,Otorohanga,-38.1833,175.2,80.56,66,97,7.07,NZ,2022-02-05 06:09:10
493,Chake Chake,-5.2459,39.7666,78.98,78,91,13.13,TZ,2022-02-05 06:09:11
494,Panama City,8.9936,-79.5197,77.43,81,75,4.61,PA,2022-02-05 06:04:27
495,Jabinyanah,35.035,10.9081,55.09,42,60,4.85,TN,2022-02-05 06:09:11
496,Catamarca,-28.4696,-65.7852,67.77,77,4,1.01,AR,2022-02-05 06:09:11
497,Imbituba,-28.24,-48.6703,78.82,95,98,7.23,BR,2022-02-05 06:09:11
498,Vysha,53.8477,42.3777,14.95,94,99,7.87,RU,2022-02-05 06:09:12
499,Mancio Lima,-7.6142,-72.8958,71.2,99,100,2.44,BR,2022-02-05 06:09:12
500,Salalah,17.0151,54.0924,74.61,65,1,3.15,OM,2022-02-05 06:09:12
501,Hambantota,6.1241,81.1185,86.34,74,0,8.05,LK,2022-02-05 06:09:13
502,Ambilobe,-13.2,49.05,79.34,88,100,13.49,MG,2022-02-05 06:09:13
503,Puntarenas,9.9763,-84.8384,80.53,76,9,3.74,CR,2022-02-05 06:09:13
504,Jiuquan,39.7432,98.5174,21.58,28,100,7.29,CN,2022-02-05 06:09:13
505,Mmabatho,-25.85,25.6333,71.56,68,7,11.5,ZA,2022-02-05 06:10:14
506,Hudiksvall,61.729,17.1036,26.04,81,36,6.87,SE,2022-02-05 06:10:14
507,Finschhafen,-6.6024,147.8681,86.58,73,22,14.56,PG,2022-02-05 06:10:14
508,Maizuru,35.45,135.3333,41.61,77,99,16.11,JP,2022-02-05 06:10:14
509,Puro,12.4841,123.3827,80.24,75,89,19.1,PH,2022-02-05 06:10:15
510,Hastings,50.8552,0.5729,38.97,81,1,12.44,GB,2022-02-05 06:07:57
511,San,13.3034,-4.8956,65.84,14,12,9.04,ML,2022-02-05 06:10:15
512,Abaza,52.655,90.0928,26.56,61,53,1.74,RU,2022-02-05 06:10:15
513,Shitkino,56.3703,98.3543,23.32,94,100,11.01,RU,2022-02-05 06:10:16
514,Port Moresby,-9.4431,147.1797,85.37,68,79,15.28,PG,2022-02-05 06:10:16
515,Port Blair,11.6667,92.75,86.04,70,20,9.22,IN,2022-02-05 06:10:16
516,Kostino,58.9097,53.2691,18.28,94,100,7.7,RU,2022-02-05 06:10:16
517,Ternate,0.8,127.4,84.58,73,88,7.61,ID,2022-02-05 06:10:17
518,Orlik,52.5178,99.825,4.32,77,76,1.07,RU,2022-02-05 06:10:17
519,Khilok,51.3674,110.4676,14.94,78,99,10.85,RU,2022-02-05 06:10:17
520,College,64.8569,-147.8028,5.58,79,100,3.44,US,2022-02-05 06:10:17
521,Buala,-8.145,159.5921,83.77,80,99,7.18,SB,2022-02-05 06:10:18
522,Atbasar,51.8,68.3333,12.16,78,100,8.63,KZ,2022-02-05 06:06:45
523,Tsiroanomandidy,-18.7667,46.0333,72.63,86,90,8.86,MG,2022-02-05 06:07:50
524,Margate,51.3813,1.3862,38.95,84,1,1.99,GB,2022-02-05 06:10:18
525,At-Bashi,41.1702,75.8106,10.67,65,14,1.77,KG,2022-02-05 06:10:18
526,Vostok,46.4856,135.8833,0.14,88,100,6.82,RU,2022-02-05 06:10:19
527,Axim,4.8699,-2.2405,77.47,86,1,0.87,GH,2022-02-05 06:10:19
528,Freeport,40.6576,-73.5832,29.25,80,100,5.01,US,2022-02-05 06:08:15
529,Abapo,-18.8333,-63.4667,65.46,95,67,2.55,BO,2022-02-05 06:10:19
530,Quatre Cocos,-20.2078,57.7625,82.09,84,97,19.35,MU,2022-02-05 06:10:20
531,Del Rio,29.3627,-100.8968,33.91,61,0,0.0,US,2022-02-05 06:10:20
532,Henties Bay,-22.116,14.2845,66.85,84,92,5.01,NA,2022-02-05 06:10:20
533,Canmore,51.0834,-115.3521,35.76,93,65,8.77,CA,2022-02-05 06:10:20
534,Buchanan,5.8808,-10.0467,75.16,90,18,4.21,LR,2022-02-05 06:10:21
535,Vila,42.0304,-8.1588,39.33,86,93,6.29,PT,2022-02-05 06:10:21
536,Manokwari,-0.8667,134.0833,84.31,68,55,10.04,ID,2022-02-05 06:10:21
537,Myitkyina,25.3833,97.4,70.45,48,100,2.15,MM,2022-02-05 06:10:21
538,Treinta Y Tres,-33.2333,-54.3833,66.9,97,72,3.87,UY,2022-02-05 06:10:22
539,Caronport,50.4501,-105.8179,16.68,96,100,2.62,CA,2022-02-05 06:10:22
540,Batouri,4.4333,14.3667,66.45,28,40,2.28,CM,2022-02-05 06:10:22
541,Kipini,-2.5257,40.5262,82.69,70,90,0.6,KE,2022-02-05 06:10:22
542,Karatuzskoye,53.6072,92.8667,14.31,76,98,4.47,RU,2022-02-05 06:10:23
543,Zhezkazgan,47.8043,67.7144,8.58,72,0,15.66,KZ,2022-02-05 06:10:23
544,Santa Isabel,-23.3156,-46.2214,72.66,96,96,2.86,BR,2022-02-05 06:10:23
545,Fukue,32.6881,128.8419,40.68,69,100,29.24,JP,2022-02-05 06:09:38
546,Chernyshevskiy,63.0128,112.4714,-9.36,94,98,3.8,RU,2022-02-05 06:10:24
547,Hornepayne,49.2138,-84.7705,-9.04,97,50,2.98,CA,2022-02-05 06:10:24
548,Grand Gaube,-20.0064,57.6608,82.38,80,97,14.0,MU,2022-02-05 06:10:24
549,Washougal,45.5826,-122.3534,50.13,91,100,0.0,US,2022-02-05 06:10:24
550,Sitges,41.2351,1.8119,55.22,89,100,3.06,ES,2022-02-05 06:06:20
551,Natal,-5.795,-35.2094,75.85,88,20,3.44,BR,2022-02-05 06:07:24
552,Den Helder,52.9599,4.7593,42.78,76,20,18.01,NL,2022-02-05 06:10:25
553,Vaitape,-16.5167,-151.75,80.53,74,63,13.96,PF,2022-02-05 06:10:25
554,Cockburn Town,21.4612,-71.1419,75.92,72,0,17.81,TC,2022-02-05 06:11:25
555,Qena,26.1615,32.7183,51.04,58,0,4.43,EG,2022-02-05 06:11:25
556,Comodoro Rivadavia,-45.8667,-67.5,46.26,87,0,4.61,AR,2022-02-05 06:11:26
557,Ribeira Grande,38.5167,-28.7,59.29,75,25,4.72,PT,2022-02-05 06:11:26
558,Khed Brahma,24.0333,73.05,74.71,17,0,5.99,IN,2022-02-05 06:11:26
559,Palencia,42.4167,-4.5,32.79,92,53,8.03,ES,2022-02-05 06:11:26
560,Horodyshche,49.2849,31.4451,18.61,92,77,6.17,UA,2022-02-05 06:11:27
561,Acarau,-2.8856,-40.12,77.4,86,25,9.64,BR,2022-02-05 06:11:27
562,Puerto Suarez,-18.95,-57.8,75.18,87,21,1.88,BO,2022-02-05 06:11:27
563,Hamina,60.5697,27.1979,24.08,95,100,20.11,FI,2022-02-05 06:11:27
564,Belaya Gora,68.5333,146.4167,-35.82,100,69,0.36,RU,2022-02-05 06:10:55
565,Huarmey,-10.0681,-78.1522,70.14,87,52,7.9,PE,2022-02-05 06:08:21
566,Mairana,-18.1167,-63.9333,59.47,98,93,3.91,BO,2022-02-05 06:11:28
567,Namwala,-15.7504,26.4384,66.56,94,99,3.76,ZM,2022-02-05 06:11:28
568,Almaznyy,48.0448,40.045,26.74,92,96,10.98,RU,2022-02-05 06:11:28
569,Broome,42.2506,-75.833,16.38,90,100,1.99,US,2022-02-05 06:11:29
570,Mujiayingzi,42.1167,118.7833,22.15,41,3,18.57,CN,2022-02-05 06:11:29
